slug,nama,jabatan,fraksi,dapil,perolehan_suara,komisi,badan_kerja,email,tempat_tgl_lahir,pendidikan,organisasi,lhkpn,,,,pekerjaan
muhidin-mohamad-said,Muhidin Mohamad Said,Anggota DPR RI 2024–2029,Partai Golongan Karya,SULAWESI TENGAH,154301,Komisi XI,Banggar,muhidin.mohamad@dpr.go.id,"Soppeng, 07 October 1950","1958 - 1964 — SEKOLAH RAKYAT; 1964 - 1967 — SMP NEGERI 2 PALU; 1967 - 1970 — SMA NEGERI I PALU; 1971 - 1975 — UNIV. TADULAKO, EKONOMI; 1997 - 1998 — JAKARTA INSTITUTE OF MANAGEMENT, BUSINESS ADM",,,,,,"-; PT.Bhakti Baru Rediapratama, Sebagai: Komisaris Utama; PT.Sarana Perumahan, Sebagai: Komisaris Utama; PT.Bhakti Kencana Mandiri, Sebagai: Komisaris Utama; PT.Sarana Ventura Sulawesi Tengah, Sebagai: Komisaris Utama; 1992 - 1999 — MPR RI Utusan Daerah Sulawesi Tengah, Sebagai: Anggota; 1998 - 1999 — MPR RI Utusan Daerah Sulawesi Tengah, Sebagai: Anggota; 1999 - 2004 — MPR RI Utusan Daerah Sulawesi Tengah FPG, Sebagai: Anggota; 2004 - 2009 — DPR RI, Sebagai: Anggota; 2009 - 2014 — DPR RI, Sebagai: Wakil Ketua Komisi V; 2014 - 2019 — DPR RI, Sebagai: Wakil Ketua Komisi V; Penghargaan; Tidak ada data"
beniyanto,Beniyanto,Anggota DPR RI 2024–2029,Partai Golongan Karya,SULAWESI TENGAH,90078,Komisi XII,,beniyanto@dpr.go.id,"Moilong, 04 March 1972","1979 - 1985 — SD INPRES MOILONG; 1985 - 1988 — SMPN 3 TOILI; 1988 - 1991 — AMAN TOILI; 1991 - 1998 — UNIVERSITAS USLIM INDONESIA, TEKNIK INDUSTRI",,,,,,"2001 - 2002 — LEMBAGA SDM LIPUT KAB. BANGGAI, Sebagai: KETUA; 2002 - 2004 — PT. CITRA MEDEO, Sebagai: LOGISTIC RECORDING; 2005 - 2006 — PT. ELNUSA PROYEK SEISMIC 2D PANDAUKE, Sebagai: KOORDINATOR; 2006 - 2007 — PT. ELNUSA PROYEK SEISMIC 2D JAMBI UTARA, Sebagai: KOORDINATOR; 2007 - 2008 — PT. ELNUSA PROYEK SEISMIC 3D LIRIK SAGU, Sebagai: KOORDINATOR; 2008 - — PT. ELNUSA SPECIAL SERVIS, Sebagai: KEPALA PERWAKILAN; 2009 - 2010 — PT. ELNUSA PROYEK SEISMIC 3D RENGASDENGKLOK KARAWANG , Sebagai: KEPALA PERWAKILAN; 2010 - — PT. GELOMBANG SEISMIC INDONESIA, Sebagai: KEPALA PERWAKILAN; 2011 - — PT. RADIANT BUKIT BARISAN, Sebagai: KEPALA PERWAKILAN; 2012 - 2013 — PT. ELNUSA PROYEK SEISMIC 3D BLOCK AKASIA BAGUS, SUBANG, Sebagai: KEPALA PERWAKILAN; 2013 - 2015 — PT. PETRO JASA ENERGI, Sebagai: MANAGER OPERASI; 2014 - — PT. AMIRUL INSANI, Sebagai: KOMISARIS; 2014 - — PT. AMICO PUTERA PERKASA, Sebagai: DIREKTUR UTAMA; 2015 - — PT. PETRO JASA ENERGI, Sebagai: VICE PRESIDENT DIRECTOR; 2019 - — PT. MUHAYAT INSANI MEDIKA, Sebagai: KOMISARIS; 2020 - — PT. KING AMEER ENTERTAIMENT, Sebagai: KOMISARIS; Penghargaan; Tidak ada data"
hamka-b-kady-m-s,Hamka B. Kady M.S,Anggota DPR RI 2024–2029,Partai Golongan Karya,SULAWESI SELATAN I,119558,Komisi V,Banggar,hamka.kady@dpr.go.id,"PARE-PARE, 10 May 1955","- 1991 — UNIV. HASANUDDIN, AGRI BISNIS; - 1979 — UNIV. HASANUDDIN, EKONOMI; - 1973 — SMEA NEGERI 3; - 1970 — MUHAMMADIYAH; - 1967 — AISIYAH MUHAMMADIYAH",,,,,,"1981 - 1988 — PUSKUD HASANUDDIN, Sebagai: MANAGER PPK; 1981 - 2010 — DOSEN KOPERTIS WILAYAH IX, Sebagai: DOSEN; 1984 - 1985 — PUSKUD HASANUDDIN, Sebagai: DIREKTUR UTAMA; 1991 - 1998 — PUSKUD HASANUDDIN, Sebagai: DIREKTUR OPERASIONAL; 1998 - 2002 — PT. GORO BATARA SAKTI, Sebagai: DIREKTUR OPERASIONAL; 2002 - 2003 — PT. GORO BATARA SAKTI, Sebagai: KOMISARIS; 2002 - 2010 — PERSATUAN SEPAKBOLA SELURUH INDONESIA, Sebagai: DEPUTY ORGANISASI; 2011 - — PT. NUSANTARA HALID, Sebagai: DIREKTUR; 2014 - 2019 — DPR RI, Sebagai: ANGGOTA; 2019 - 2024 — DPR RI, Sebagai: ANGGOTA; Penghargaan; Tidak ada data"
h-a-m-nurdin-halid,H.A.M. Nurdin Halid,Anggota DPR RI 2024–2029,Partai Golongan Karya,SULAWESI SELATAN II,70681,Komisi VI,Wakil Ketua Komisi,muhammad.halid@dpr.go.id,"Watampone, 17 November 1958","- 2923; Universitas Negeri Makassar, Gueu Besar (Profesor) Fakultas Ekonomi; 1964 - 1970 — SD Negeri Apala Watampone; 1971 - 1973 — SMEP Negeri Watampone; 1974 - 1976 — SMEA Negeri Watampone; 1977 - 1982 — IKIP Makassar, Ekonomi Perusahaan",,,,,,"1983 - 1985 — PPK Kabupaten Gowa, Sebagai: Manager; 1985 - 1991 — Puskud Hasanudin Sulsel, Kab. Sidrap, Sebagai: Kepala Perwakilan; 1985 - 1987 — Puskud Hasanudin Sulsel, Sebagai: Wakil Ketua; 1985 - 1987 — PPK Kabupaten Sidrap, Sebagai: Manager; 1987 - 1999 — Puskud Hasanudin Sulsel, Kab. Pinrang, Sebagai: Kepala Perwakilan; 1992 - 1997 — PUSKUD Hasanudin, Sebagai: Direktur Utama; 1997 - 2004 — DPR/MPR RI, Sebagai: Anggota; 1997 - 2003 — PT. Goro Niaga Puskud Hasanudin, Sebagai: Komisaris; 1998 - 2003 — PT. Goro Batara Sakti, Sebagai: KOMISARIS UTAMA; 1998 - 2003 — Induk Koperasi Unit Desa (INKUD), Sebagai: Ketua Umum; 1998 - 2003 — Koperasi Distribusi Indonesia, Sebagai: Ketua Umum; 2007 - 2007 — DPR/MPR RI, Sebagai: Anggota; Penghargaan; 1996 — ASEAN Development Citra Award,; 1997 — BAKTI KOPERASI,; 2007 — AFC Gold Medal (Soccer),"
h-m-taufan-pawe,H.M. Taufan Pawe,Anggota DPR RI 2024–2029,Partai Golongan Karya,SULAWESI SELATAN II,57955,Komisi II,Banggar,muhammad.pawe@dpr.go.id,"Parepare, 14 October 1965","1971 - 1977 — SDN 02 Parepare; 1977 - 1980 — SMP Frater Parepare; 1980 - 1983 — SMAN 1 Parepare; 1985 - 1989 — Universitas Muslim Indonesia (UMI) Makassar, Hukum; 2005 - 2007 — Universitas Hasanudin (UNHAS), MEGISTER HUKUM; 2010 - 2014 — UNIVERSITAS MAKASSAR, HUKUM",,,,,,"1990 - 2013 — PT. Unggul Widya Lestari, Tbl, Sebagai: Konsultan Hukum; 1993 - - — Fakultan Hukum Universitas Muslim Indonesia (UMI) Makassar, Sebagai: Dosen Luar Biasa; 1995 - 2013 — PT. Astra Argo Lestari, Tbk, Sebagai: Konsultan Hukum; 1995 - 2013 — PT. Mamuang, Jakarta, Sebagai: Konsultan Hukum; 1995 - 2013 — PT.Surya Raya Lestari, Jakarta, Sebagai: Konsultan Hukum; 1995 - 2013 — PT. Letawa, Jakarta, Sebagai: Konsultan Hukum; 1995 - 2013 — PT. Pasangkayu, Jakarta, Sebagai: Konsultan Hukum; 1995 - 2013 — PT. Lestari Tani teladan, Jakarta, Sebagai: Konsultan Hukum; 1995 - 2013 — PT. Manakarra Widya Lestari, Sebagai: Konsultan Hukum; 1995 - 2013 — PT. SNCT (PMA), Sebagai: Konsultan Hukum; 2013 - 2018 — Walikota, Sebagai: Walikota Parepare; 2018 - 2023 — Walikota , Sebagai: Walikota Parepare; Penghargaan; 1998 — Amanagappa Award; Dari Perhimpunan Sarjana Hukum Indonesia (PERHASI) Sulawesi Selatan , Penasehat Hukum; 2013 — 258 Penghargaan , Walikota Parepare"
agustina-mangande,Agustina Mangande,Anggota DPR RI 2024–2029,Partai Golongan Karya,SULAWESI SELATAN III,61394,Komisi II,,agustina.mangande@dpr.go.id,"Madandan Matallo, 21 November 1974",1981 - 1987 — SD SWASTA LANGDA; 1987 - 1990 — SMP KATOLIK PATO NONONGAN; 1990 - 1993 — SMAS KATOLIK RANTEPAO,,,,,,Tidak ada data; Penghargaan
ridwan-bae,Ridwan Bae,Anggota DPR RI 2024–2029,Partai Golongan Karya,SULAWESI TENGGARA,84440,Komisi V,Wakil Ketua Komisi,ridwan.bae@dpr.go.id,"RAHA, 01 December 1957","- 2010 — UNIVERSITAS SULAWESI TENGGARA, TEKNIK SIPIL; - 1982 — UNIV. HASANUDDIN, ARSITEKTUR; - 1978 — SMU UMI UJUNG PANDANG; - 1974 — STN BAUBAU; - 1970 — SDN 6 MAMADJANG",,,,,,"1989 - — PT. RAPESA, Sebagai: DIREKTUR UTAMA; 1994 - — PT. JASINI, Sebagai: KOMISARIS; 2000 - — BUPATI MUNA, Sebagai: BUPATI; 2013 - — PT. MIS, Sebagai: DIREKTUR UTAMA; Penghargaan; Tidak ada data"
rusli-habibie,Rusli Habibie,Anggota DPR RI 2024–2029,Partai Golongan Karya,GORONTALO,95379,Komisi XII,,rusli.habibie@dpr.go.id,"GORONTALO, 06 June 1962","1971 - 1976 — SDN 1 TAMALATE GORONTALO; 1976 - 1979 — SMPN KABILA GORONTALO; 1979 - 1982 — SMA TRI DHARMA GORONTALO; 1986 - 1992 — STKS BANDUNG, SARJANA PEKSOS; 2009 - 2011 — STIA LAN MAKASAR, ADMINISTRASI PEMDA",,,,,,"1992 - 1998 — PT. Industri Pesawat Terbang Nusantara, Sebagai: Karyawan; 1999 - 2008 — PT. Cahaya Mandiri Persada Gorontalo, Sebagai: Direktur Utama; 2008 - 2011 — Kabupaten Gorontalo Utara, Sebagai: Bupati; 2012 - 2017 — Pemerintah Provinsi Gorontalo, Sebagai: Gubernur; 2018 - 2020 — Pemerintah Provinsi Gorontalo, Sebagai: Gubernur; Penghargaan; 2002 — Anugerah Indonesia , Yayasan Anugerah Prestasi Indonesia; 2005; Anugerah Tokoh Gorontalo 2005 , PT. Gorontalo Cemerlang Press (PROSES)"
alien-mus,Alien Mus,Anggota DPR RI 2024–2029,Partai Golongan Karya,MALUKU UTARA,70595,Komisi IV,BURT,alien.mus@dpr.go.id,"MALUKU UTARA, 08 August 1987",1993 - 1999 — SD NEGRI GELA; 1999 - 2001 — SMP NEGERI GELA MINTON; 2001 - 2004 — SMA NEGERI 2 BAU-BAU; 2004 - 2008 — INIV AL AZHAR INDONESIA,,,,,,"2014 - 2019 — DPRD Provinsi Maluku Utara , Sebagai: Ketua; Penghargaan; Tidak ada data"
alfons-manibui,Alfons Manibui,Anggota DPR RI 2024–2029,Partai Golongan Karya,PAPUA BARAT,41782,Komisi XII,Bamus,alfons.manibui@dpr.go.id,"Abepura, 19 November 1965","1971 - 1977 — SD Negeri IV Abepura; 1977 - 1981 — SMP Santo Paulus Jayapura; 1981 - 1984 — SMA Negeri I/414 Jayapura, IPA; 1984 - 1990 — Universitas Hasanuddin, Kedokteran Gigi; 1995 - 1996 — Universitas Bordeaux II, Manajemen Perencanaan",,,,,,"1990 - 2003 — Pemda Prov. Papua, Sebagai: ASN; 2003 - 2005 — Pemda Kab. Teluk Bintuni, Sebagai: Sekretaris Daerah; 2005 - 2015 — Pemda Kab. Teluk Bintuni, Sebagai: Bupati; Penghargaan; Tidak ada data"
soedeson-tandra,Soedeson Tandra,Anggota DPR RI 2024–2029,Partai Golongan Karya,PAPUA TENGAH,197995,Komisi III,Banggar,soedeson.tandra@dpr.go.id,"Maluku Tenggara, 04 December 1963","- 2022 — Universitas Surabaya, Pascasarjana Fakultas Hukum; - 2020 — Universitas Gadjah Mada , Doktor Fakultas Hukum; - 1987 — Universitas Surabaya, Sarjanan Fakultas Hukum; 1970 - 1975 — Nasional Katholik Teresia Maluku Tenggara; 1975 - 1978 — Romean Maluku; 1978 - 1982 — Yayasan Perguruan Trisila Surabaya",,,,,,"-; LAW Ofice Tandra & Associates, Sebagai: Managing Partner; Bank Pengkrediytan Rakyat Sinar Terang, Sebagai: Komisaris Utama; Penghargaan; Tidak ada data"
robert-joppy-kardinal,Robert Joppy Kardinal,Anggota DPR RI 2024–2029,Partai Golongan Karya,PAPUA BARAT DAYA,53578,Komisi IV,BKSAP,robert.joppy@dpr.go.id,"Sorong, 07 April 1960","1969 - 1975 — STELLA MARIS SORONG; 1975 - 1978 — SMP DON BOSCO SORONG; 1978 - 1981 — SMA DON BOSCO JAKARTA; 2008 - 2012; UNIVERSITAS 17 AGUSTUS 1945 JAKARTA, ADMINISTRASI BISNIS",,,,,,"-; PT. PRIMA KARYA SEMESTA, Sebagai: DIREKTUR UTAMA; BKSAP Spanyol, Sebagai: Anggota; PT. Sumber Ksrunis Mahaluhur, Sebagai: Komisaris; PT.Papua Timberland Indonesia, Sebagai: Direktur; - - -; PT. SERIATAMA INDOREKA, Sebagai: ASS. DIREKTUR; PT. BENTENG TANGGUH ASL., Sebagai: ASS. DIREKTUR; PT. MEGAH PESONA INDO, Sebagai: DIREKTUR UTAMA; Penghargaan; Tidak ada data"
